gene_id,samples_above_threshold,max_expression,mean_expression,median_expression,std_expression
ENSG00000089123.15,126,69.08796,23.583946748110236,22.440306,11.575076315627177
ENSG00000236811.1,70,9.92494,1.960870850393701,1.28893,2.1534166803210484
ENSG00000089048.14,122,34.4609,15.15624013543307,15.10105,6.555989762379641
ENSG00000101247.17,126,59.160911,23.05066724232284,22.641024,10.920846006041765
ENSG00000172264.16,117,46.970003,4.089390926661416,2.45261,5.835694349083674
ENSG00000089177.18,123,16.606549,5.162347729874019,4.78860057,2.838166254671681
ENSG00000228809.2,119,8.93164,3.232767960629921,2.95087,1.84247984260355
ENSG00000125870.10,127,72.827557,38.557845125984265,38.78082,12.486417826484328
ENSG00000125864.13,35,11.36161,1.0282435532913385,0.194791,1.9503793108231684
ENSG00000232333.1,27,10.8852,0.7669975196850393,0.0,1.7130831620778926
ENSG00000125868.15,127,248.93957,97.58968875590548,91.27433,56.17758144599118
ENSG00000202260.1,114,90.4269,13.837228708661417,9.9109,13.885604820271027
ENSG00000230495.1,27,5.8127,0.5755645354330711,0.0,1.005790146709555
ENSG00000125844.15,127,65.624138,11.222235912708664,8.109977005,11.288937615428914
ENSG00000089006.16,127,272.718176,106.64947097129134,104.30981,41.048100154731074
ENSG00000212232.1,106,45.3786,8.895443070866136,7.66445,7.791512048714467
ENSG00000125871.13,127,74.79621,25.29470446859842,21.39877,14.559504623748436
ENSG00000232838.3,123,49.4741,18.412931913385822,18.3558,8.156354462139799
ENSG00000149474.13,123,35.1515,14.695442455031493,15.09864,6.605506065099876
ENSG00000266720.2,112,15.1439,4.742498299212597,4.13897,3.36843833681505
