gene,disease,shap_score,biological_score,combined_score,evidence_source
ENSG00000065534.18,coagulation_disorders,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,coagulation_disorders,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,coagulation_disorders,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,coagulation_disorders,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,coagulation_disorders,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,coagulation_disorders,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,coagulation_disorders,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,coagulation_disorders,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,coagulation_disorders,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,coagulation_disorders,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,coagulation_disorders,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,coagulation_disorders,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,coagulation_disorders,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,coagulation_disorders,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,coagulation_disorders,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
